form_record_id,Bear #,Capture ID,WGI ID,Species,Sex,Age Estimate,Tooth Age,Weight (kg),Bear Photo,Capture Reason,Date and Time,Surveyors,Location (address),Location (latitude),Location (longitude),Location,Location comments,Capture Type,Drug Used,Total Volume (ml),ZT Dose (mg),ZT Dose missed (mg),Drug Comments,Other Bears at Site?,Site Comments,Trap Wounds?,Trap Wound Comments,Other Wounds?,Other Wound Comments,Collar Brand,Collar Color,Collar Frequency,Collar Number,Freq & Number Picture,Rot off comments,Blow off pre-programmed?,Expected blow/rot off date,Rot off photo,L Ear Tag #,L Ear Tag Color,R Ear Tag #,R Ear Tag Color,Tag Picture,Neck Size,Snout to Vent Length (natural contours),Snout to Vent Length (straight line),Zoo Length,Chest Girth,Zygomatic Width,Nipples used before?,Lactating?,Nipple Length,Nipple Diameter,Missing Toes?,Teeth Photos,Bear Comments,Percent Body Fat (grizzly only),SV Resistance,Capture Samples,Collar Fate Info,Collar End Date,End Reason,Fate unknown?,Comment
rec-d8eb8968291c4e15b5626610c994869f,EVGF91,Rachel,cl-Rachel,Grizzly Bear,F,4,2,86.7,5447B48B-C7B0-44A8-BAA0-D5EACC7D60A8.jpg; 08B2FDE5-E436-4F25-B5E5-810E631B69A9.jpg; 02C9D028-4BC8-4A65-9B5E-F4C977C18D49.jpg,Research,2018-10-02 9:47 AM,"Clayton Lamb, Laura Smit","River Forest Service Rd, East Kootenay A BC V0B 1M1, Canada",49.463028,-115.052315,"River Forest Service Rd, East Kootenay A BC V0B 1M1, Canada [49.463028,-115.052315]","Cokato Landing (culvert), then moved to CO office to process (snow storm on the way). Let her wake up inside in the culvert inside, then drove her up Cokato and released her (49.41626, -115.02499), about 5.5 km from her capture location. ",Culvert,XZT,1.4,,,Jab stick. First jab didn’t expel the drug. Second jab worked successfully. ,No,,No,,No,,Follow It,Black,150.920,6484,01AAFFB3-CF10-48DE-BC06-09EAEFABBFFF.jpg,"Laura 3 layer with waterproof treatment. Programmed to blow off in 3 years. When we thought she was 4 we were comfortable with it staying on for 3 years, but with the tooth age of 2, we want it off by summer 2020!",Yes,2020-07-15,AEE654F0-FF73-4EA7-9972-EC84517BBEBB.jpg; 81295D1D-7F94-4200-98C1-F02D4730B899.jpg; DBD399E9-15A5-400A-AE54-BBB0560306DC.jpg,91,Black,91,Black,998617FB-CF89-452A-AA6C-329D9F4BF792.jpg; 796C8F14-0922-466C-894C-BBC5D4DBEF37.jpg,49,149,137,,91,15.7,No,No,,,No,BE140A47-F3A1-41C0-BB28-FA8BFA7D7771.jpg,"Collar sized to 55.5 cm. Won’t go over head, but lots of room to grow. We didn’t do fat because she was very wet. ",,,,,2020-09-05,Replaced,No,Collar sent data very infrequently in spring 2020 (last transmission June 23). Captured her from the helicopter on 5 Sep 2020. Removed Followit collar 6484 (the VHF beacon was in recovery mode) and replaced it with Vectronic collar 42580. We were able to recover all data stored on collar 6484.
rec-34ee0ff190154798b328407c5d0af497,EVGM90,Jimmy,cl-Jimmy,Grizzly Bear,M,2,1,83,EFB4862D-B9CD-44C5-8F98-08149B9E5684.jpg; B9A85B2E-FD15-4C0D-AE6D-82174A32EDF5.jpg,Research,2018-09-29 1:12 PM,"Clayton Lamb, Laura Smit",,49.887851,-114.913428," [49.887851,-114.913428]",Brule bait cache culvert (the GPS location is the pit where we processed him). ,Culvert,Telazol ,,,,1.5 vials Zoletil (1 vial in jab stick and 0.5 vial by hand). ,Yes,This bear’s mum and sibling were free and hanging around. They had completely buried the elk we had left by the trap. We moved Jimmy and processed him in Brule Pit and then returned him to very near the culvert. ,No,,No,,Follow It,Black,150.760,6275,388C195D-2766-4820-A30F-5BA0DDD5544D.jpg,"Laura 2 layer, nicked significantly on both sides, with waterproof treatment. Programmed to blow off in 4 years. We want it off by mid-August 2019. ",Yes,2019-08-15,B8A04149-E2DE-4D89-AE7B-CF82C6190FB0-1.jpg; DB66E702-5912-48CF-BAF5-E1CD92B754A5-1.jpg,90,Black,90,Black,DF51FB89-366D-4001-AC7E-2FF3AAA31A88.jpg; 046CD7B9-3E2B-4FF3-AA7D-C1F6E8727FF0.jpg,48,144,128,,84,,No,No,,,No,1A64D8D0-ACBB-4BC5-BFE6-5B3BF8334545.jpg,Collar was fitted to 55 cm. Would be great to fly in spring 2019 and collar this bear’s mum. ,34.55457542432897,158,,,2019-07-05,Rotted,No,
rec-ff1cb303fa4548d68c72592028372284,EVGM52,Olson,14963,Grizzly Bear,M,9,9,236.5,0B3AB46F-9D78-4349-AF93-CC2B8BEE6619.jpg; 54266D6F-888D-436B-B042-DEB632D9736D.jpg,Research,2018-09-28 10:42 AM,"Clayton Lamb, Laura Smit",,49.602728,-114.945792," [49.602728,-114.945792]",Hosmer (NCC),Leg Snare,XZT,6.4,,,"First dart (3.2 ml) hit a bit high (in the hump), so gave him another 3.2 ml and he went down well. ",No,,Yes,"Bled quite a bit from his two dart holes (not sure why because the removal was the same as usual). Caught high up his leg (on his stump foot), the area was rubbed, but the skin wasn’t broken.",Yes,"Missing all toes on front left foot and doesn’t have the single claw he had in the spring. Two old puncture wounds on his neck, and an old healed slash wound in his right armpit.  ",Follow It,Black,150.840,6278,CA10DACD-A7D9-4AFF-A0AE-AA4E3D06626F.jpg,Laura 4 layer (2 x 2 layer) with waterproof treatment. Programmed to blow off in 2 years. ,Yes,2020-09-28,0F45E6ED-E686-47FF-A6F8-1045319BAF84.jpg; 65F1847F-7160-48DB-B1FE-459ECA3AD548.jpg; 996452BA-E093-41D7-9D74-384AADFCF88D.jpg,52,Black,49,Black,422E3012-B437-41A3-861D-2DCE87D34990.jpg; D15A9646-29F2-4444-AAAA-0466527AD2E7.jpg,71.5,202,183,,117,23.9,No,No,,,Yes,,"He had ripped out his left ear tag, so we gave him a new one (52). Took off his collar that we had lost contact with (Follow It 6276) and replaced it with Follow It 6278. We put the collar on at about 77 cm, which is tighter than his last collar (which was at 82 cm and very loose). Original weight was 253 kg, but had to subtract the weight of the log (12.6 kg) and tarp (4 kg).",32.08312462135756,95,,,2019-04-19,Connection failure,Yes,"Collar started sending infrequent, monthly (instead of 4x daily) locations, then quit fully on 19 Apr 2019. The VHF beacon was double beeping (broken) on a telemetry flight on 16 Jul 2019."
rec-7a24dcf1fa2649d6a13ac0f54b64eb79,EVGM76,Jerry,14830,Grizzly Bear,M,7,7,189,A13302CC-14BA-483E-9666-145D3DE7783C.jpg; B15C3AF8-66FD-42FA-AB07-FA5E23C656A3.jpg,Research,2018-09-28 8:46 AM,"Clayton Lamb, Laura Smit",,49.681998,-114.888206," [49.681998,-114.888206]",District of Sparwood,Leg Snare,XZT,3,,,First dart hit and bear went down well. ,No,,No,,No,,Follow It,Black,151.010,6486,2066D47B-D3EB-4C97-910C-F3274F27B5BA.jpg,Laura 6 layer (3 x 2 layer) with waterproof treatment. Programmed to blow off in 2 years. ,Yes,2020-09-28,4416BBDD-5EA0-4D80-A94A-6279F12AFEAB.jpg; C5E51826-C6F4-4659-AB69-D3C6C78C9010.jpg,76,Black,76,Black,12EAD2FF-2A5C-413F-8743-CFB06E8AF4AC.jpg; 0782CEF3-77B4-4D7F-849F-F748121FE3D5.jpg,68.5,194,179,,121,22,No,No,,,No,,,31.08602506876723,108,,,2019-07-22,Connection failure,Yes,"The VHF was double beeping (broken) on a telemetry flight on 16 Jul 2019, and we last received data from this collar on 22 Jul 2019."
rec-3224552e8bba41c39bb3581d0a613467,EVGF82,Cali,cl-Cali,Grizzly Bear,F,6,9,145,26AAE3DA-3186-412A-995B-FD74677F8274.jpg; B47E017C-85FC-4F28-8BF4-5DA73586731B.jpg,Research,2018-09-26 11:57 AM,"Clayton Lamb, Laura Smit",,49.343112,-115.016640," [49.343112,-115.016640]",Tunnel Pit ,Leg Snare,XZT,3.2,,,"1st dart hit (2 ml XZT). Took a little while to go down, and she didn’t fully. Clayton hand injected her with an additional 1.2 ml XZT. ",No,"Caught in Clayton’s snare, Laura’s snare not sprung. Bear dug a big hole in her trap circle and her snare was “birdcaged” but no wire strands were broken.",No,,Yes,"Open cut on her left (non snared) foot, but she didn’t seem to have this cut when we caught her on this foot on the 18th. Maybe she licked it raw?",Follow It,Black,150.970,6485,,Laura 4 layer (2 x 2 layer) with waterproof treatment. Programmed to blow off in 4 years. ,Yes,2022-09-18,,82,Black,82,Black,32349932-ABA2-4C3A-852B-F9C631DEB079.jpg,60,175,,,,,No,No,,,No,,"Didn’t weigh her again. Took new curved length (she’s shorter) and did fat again (her number was higher, as we expected). Measured her neck again (3 cm smaller). Put collar on at 64.5 cm (had been at 65.5 cm). We don’t expect her to get much fatter and didn’t want her collar to swing in the spring. ",35.69282037645088,131,,,2019-05-08,Connection failure,No,"Collar started sending intermittent fixes. Confirmed alive via VHF location and visual of her and cubs, then recaptured 23 Aug 2019."
rec-26a7918109ee44f4923f38930785dfe5,EVGM89,Kramer,cl-Kramer,Grizzly Bear,M,4,3,110,70BE3DD8-0176-455C-A097-CC0FD0FD75BD.jpg; E25F5E1C-C57F-4ECF-81FA-82CEE2A33E5C.jpg; F2A8FB88-EC0D-45B1-B8F7-B3F0C52B3973.jpg,Research,2018-09-26 9:04 AM,"Clayton Lamb, Laura Smit, Trish Burley",,49.355495,-115.000010," [49.355495,-115.000010]",Morrissey (NCC Meadow),Leg Snare,XZT,2.6,,,"First dart hit. He ripped it out, but he likely got all the drug. Went down well. ",No,,Yes,Broke a couple of claws on his front left foot. Broke a piece off his bottom right canine. ,No,,Follow It,Black,150.690,6262,FCC0909F-01C5-4981-8018-495B8BBEE85C.jpg,Laura 3 layer with waterproof treatment (no photo). Programmed to blow off in 2 years. We would like the collar to come off in summer 2020 (if we can blow it off remotely). ,Yes,2020-07-31,3BC802BE-B956-40AA-861C-C6D9214176CF.jpg,89,Black,89,Black,5638B943-C916-4EB2-B2E2-A73772A13E3D.jpg; 43767CD2-7EC8-4FDD-8871-1DBFB95129B3.jpg,53,164,145,,97,17.3,No,No,,,No,70BEA53E-E680-43F8-9211-EAC81365CBA9.jpg; 15ED1F93-554B-4444-8F5A-6D8484721D41.jpg,,23.62610607524207,115.5,,,2019-02-02,Connection failure,No,"Collar likely fell off/failed in his den in winter 2018/19. The collar was never recovered, but we know he was alive when his collar failed because he was later caught and dispatched by COS on 13 May 2020 in Jaffray."
rec-84acd859cd6a462fa2126714374f4776,EVGM88,EVGM88,cl-EVGM88,Grizzly Bear,M,3,3,76,DEC0093A-3755-44F0-B35F-A095EC09D299.jpg; FF52E242-D242-4182-AC7A-3C3B9E167027.jpg; 9943254F-0ECF-4B9A-A4FA-11746FD6B561.jpg,Management,2018-09-24 10:45 AM,"Clayton Lamb, Laura Smit, Ryan Gordon, Jeff Piwek",,49.342345,-115.294014," [49.342345,-115.294014]","7611 Baynes Lake Road, Jaffray (capture location). COs took the bear (in trailer) about 5 km down the road to a field by the river. We processed it and released it there. The GPS location is the release site. ",Culvert,XZT,1.3,,,Jab sticked with 1.3 ml XZT,No,,No,,Yes,Broke a couple of claws on front right foot (likely while in culvert trap). ,Follow It,Black,151.440,6005,4D08F596-9987-45BC-B424-D989FC2B733A.jpg,Laura 3 layer with waterproof treatment. Programmed to blow off in 2 years. We want it off in spring if 2020. ,Yes,2020-06-01,9844907A-AB1D-458C-950C-70C8A3B00F0B.jpg; D0126DC5-7F51-4242-AEE5-58BDEFC534CF.jpg,88,Black,88,Black,B5B61D85-5FF5-4F95-9544-568E37158315.jpg; 4596C074-882B-4D63-951A-1CC4470BA48D.jpg,48,147,128,,87,15.1,No,No,,,No,85FEDCB7-7F2F-4586-98DD-2C73784833C0.jpg,Couldn’t do fat because the fatometer battery was dead.,,,,,2018-12-17,Connection failure,No,"Collar started to reboot and send many locations right before he denned. A collared, young bear caught on trail cam in Jaffray in spring, he was the only bear we had that went right into that town, likely him, collar just died. "
rec-d6cf462765cd4d50975b8d8511163e17,EVGF87,EVGF87 ,cl-EVGF87,Grizzly Bear,F,0,1,,,Research,2018-09-24 8:38 AM,"Clayton Lamb, Laura Smit, Ryan Gordon, Jeff Piwek",,49.682393,-114.887933," [49.682393,-114.887933]",District of Sparwood ,Leg Snare,XZT,0.6,,,"Jab sticked it, went down fast. ",Yes,"This bear’s mum was around. We saw her on the camera, but never when we were there. ",No,,No,,,,,,,,No,,,87,Black,87,Black,,,,,,,,No,No,,,No,,"We thought this was a COY. Probably about 60 lbs. Didn’t even flip it over to get sex (so we asked WGI to determine sex genetically). Popped two ear tags in, quickly reversed the drug, and got out of there. WGI told us it was a female. This bear was dispatched by COS in September 2019 and a tooth was collected. Matson’s lab aged the tooth definitively at 2 years, so she must have been a yearling when we caught her in Sep 2018.",,,,,,,No,
rec-69c2d738cb8d4ba7bb84f174e36899b1,EVGM86,Chandler,148,Grizzly Bear,M,15,15,268,BD318063-F6F3-4628-BB73-BD6F0ADC9E6C.jpg; 66375E6B-C77A-4EAC-8D74-6149F8070709.jpg,Research,2018-09-22 8:13 AM,"Clayton Lamb, Laura Smit, Jeff Piwek",,,,,Olson Pit,Leg Snare,XZT,4.2,,,1st dart (3.2 ml) hit. Bear went down hard in about two minutes. Topped up with 1 ml XZT because he was very big and we initially under drugged him. ,No,Caught in Clayton’s snare. Laura’s snare not sprung. ,Yes,"We had to really dig the dart out, so he had a bit of an open wound that we put antiseptic on. ",Yes,Old scar across his nose. Canines were mostly broken (seemed like this was likely pre-capture). ,Follow It,Black,151.170,6487,D4F19BCC-9B05-453E-A27B-013C0B66122E.jpg,Laura 6 layer (3 x 2 layer) with waterproof treatment. Collar programmed to blow off in 2 years. Took photos before we cut the collar under the rot off (but we definitely cut it). ,Yes,2020-09-22,CD53FFC6-6DBA-4CE7-9907-2F4022003956.jpg; 3C61B1B1-B759-4439-9B0E-2824D052F8DD.jpg; 225DB179-3C6F-42FF-9D58-3012A6791A83.jpg,86,Black,86,Black,F6C91E55-7C2C-4D6A-9C54-14C998DB2AAA.jpg; 6681998D-2CBC-46B5-A3C0-CEFCC93EA5F8.jpg,80,195,181,,135,24,No,No,,,No,04072CE1-2284-49CC-80D6-F530DCC978A9.jpg; 581B9AEA-BD24-4D9E-9FC5-9214572CA302.jpg,"He was wet and it was raining so we didn’t do fat. He was still touching the ground a little bit when we weighed him, so he might be more like 280 kg. ",,,,,2019-07-01,Connection failure,No,"We last received data from this collar on 1 Jul 2019, and the VHF was double beeping (broken) on a telemetry flight on 16 Jul 2019. This collar was recovered by Dennis Raghenas in May 2020. It had fallen off due to a hardware issue, but the battery had died by 21 Jul 2019."
rec-aa3d076dd007429ab3fa6fafee4dc2a7,EVGF85,Monica,cl-Monica,Grizzly Bear,F,5,3,77.5,E9BC9AA9-412D-4795-9408-819958C7D57D.jpg,Research,2018-09-21 10:02 AM,"Clayton Lamb, Laura Smit, Trish Burley",,49.599145,-114.946890," [49.599145,-114.946890]",Hosmer Powerline,Leg Snare,XZT,4.3,,,"1st dart was 1.7 ml XZT, topped up with 1 ml XZT, then 0.8 ml twice. It was cold and rainy so we worked quickly and didn’t take all measurements. ",No,Caught in Clayton’s snare. She really tore up the trap circle. Laura’s snare was sprung. ,No,,No,,Follow It,Black,150.900,6483,FCBB3FD3-2FA7-4D56-959A-94F111705CB5.jpg,"Laura 2 layer with waterproof treatment. Collar programmed to blow off in 3 years, but we want it off by summer 2020.",Yes,2020-07-15,5D8297BB-2CE2-4135-81D4-87D5D140733B.jpg; 0B7DF931-024C-42C0-A634-13F553C83147.jpg; 2583D80C-55D7-49F9-89AE-F922373BEBBF.jpg,85,Black,85,Black,BACD2462-F4A4-4D25-B16C-83F5CF2E8538~L0~001.jpeg; 889E5001-DE76-45B8-A29A-7D2F0F98F60A.jpg,48,,,,,,No,No,,,No,684F752F-3899-492B-A789-610008B44364.jpg; BE46D6B5-9F79-4245-954D-9C3E5A73D2DD.jpg,She was wet so we didn’t do fat. ,,,,,2019-11-13,Connection failure,No,We last received data from her collar on 13 Nov 2019 (and the location was in the Elk River). We didn’t hear the VHF beacon during the spring 2020 cub flight. Monica was hit and killed on Hwy 3 on 31 Oct 2020. She was not wearing her collar at the time of her death.
rec-9a523cf690a44615afce8f80e356a641,EVGF84,EVGF84,cl-EVGF84,Grizzly Bear,F,0,,34.4,C26F1466-B673-4227-8AF2-4417D3C17A3C.jpg; 5D181BF6-23E8-49AF-BDE0-08424AAF226F.jpg,Research,2018-09-20 7:50 AM,"Clayton Lamb, Laura Smit, Trish Burley",,49.682828,-114.888241," [49.682828,-114.888241]",District of Sparwood,Leg Snare,Telazol ,,,,"0.5 vial Zoletil in the jab stick (no action, maybe didn’t go in), repeated with another 0.5 vial and bear went down instantly. ",Yes,"Caught in Laura’s snare. This COY’s mum (Amy, EVGF83) caught in Clayton’s snare, and a second COY loose.",Yes,Broke upper right incisor (likely while in snare). ,No,,,,,,,,No,,,,,84,Black,C3E139F4-98EB-4124-8BA4-DA6D68FA42B9.jpg,,,,,,,No,No,,,No,3E8AA8EF-6778-4207-92D8-BD9B8A9DAA56.jpg,COY of Amy (EVGF83). ,,,,,,,No,
rec-71e072f5c7984a4397930cf5a830e510,EVGF83,Amy,cl-Amy ,Grizzly Bear,F,7,5,129.5,1CC431CD-7C6D-42C5-87A6-6F175C428381.jpg; 2BE67873-C0A9-4FF0-BF4D-F5F742A2B659.jpg,Research,2018-09-20 7:48 AM,"Clayton Lamb, Laura Smit, Trish Burley",,49.682744,-114.888274," [49.682744,-114.888274]",District of Sparwood,Leg Snare,XZT,2.2,,,"1st dart hit front shoulder, bear went down well. When we reversed her, she was head and shoulders up in about 5 minutes!",Yes,"Amy caught in Clayton’s snare, 1 COY (EVGF84) caught in Laura’s snare, a second COY loose. ",No,,No,,Follow It,Black,151.480,6007,FF5CAF5D-601F-4322-AE4E-BF94D3D8A56B.jpg,Laura 4 layer (2 x 2 layer) with waterproof treatment. Programmed to blow off in 4 years. ,Yes,2018-09-20,0477CAD0-8482-49C9-AD74-736EB3FB6B9F.jpg; 8C9D21CD-FB29-4394-BCCC-138B0DAF3F16.jpg; B4A3F1E4-2845-495B-B2B8-825DF9899BF7.jpg,83,Black,83,Black,901BD421-3EA3-483D-BC9B-318C2EDDF0DA.jpg; 93FD4D1B-CC1A-4C6F-84E6-905211B4B08E.jpg,58.5,177,155,,99.5,18.8,Yes,No,,,No,IMG_0017.JPG; 0DEFE97A-5900-4480-8787-FE1C6C5309B5.jpg,"Not clear if she was lactating, but she had two COYs with her (EVGF84 and one other). ",24.81572873168523,116,,,2018-10-26,Mortality,No,
rec-c3ceed370b7e48e09950c9d56df7325a,EVGF82,Cali,cl-Cali,Grizzly Bear,F,6,9,145,D6C39D66-4D95-4609-9D47-799B4AA1A697.jpg; 71FEF5D4-AE75-495F-9FCF-9ED09DA6A8F4.jpg,Research,2018-09-18 7:26 AM,"Clayton Lamb, Laura Smit, Cali Lewis",,49.355568,-115.000229," [49.355568,-115.000229]",Morrissey (NCC Meadow),Leg Snare,Telazol ,,,,"1.5 vials Telazol in first dart (hit in ribs, didn’t go down), 0.75 vial Telazol in second dart (good shot, still not fully out), third dart had some XZT. ",No,"Cold, foggy and wet grass today. Should clear later. Caught in Laura’s snare, Clayton’s snare not sprung. ",No,,Yes,Some old scarring on her face. A few new small cuts on her snout. ,Follow It,Black,150.970,6485,31F6A2D7-9720-4532-B2AA-006C0A0C6270.jpg,Laura 4 layer (2 x 2 layer) with waterproof treatment. Programmed to blow off in 4 years. ,Yes,2022-09-18,ABA978B5-5E16-4B70-8B72-B9939B00267B.jpg; 285B463D-98A4-4C17-AB82-7AB86FB7D6C4.jpg; C5E359E9-8CEF-4150-A2AD-98085446A7B1.jpg,82,Black,82,Black,F77DE11D-FC6D-49CF-9701-E32AF9C6A3F7.jpg; 4192134F-F3E8-4441-AE3C-15EDEFDA80D2.jpg,63,181,158,,103,19.4,No,No,,,No,9B544C31-A5F7-429F-82DB-F97ADFA0F111.jpg,"Caught last night around 19:30, but it was too dark to process. Tooth broke when it was taken out, but will still send it to be aged (as it was the only premolars she had). ",29.46658612079964,119.5,,,2018-09-26,Recaptured,No,
rec-f4c9552c4a4c4f6d8a69affc1c6ca762,EVGF45,Sue,cl-Sue,Grizzly Bear,F,7,7,92,27FC5AF2-662B-4BB4-AFDC-C6BD48F87A45~L0~001.jpeg; C22E3F0D-8244-4FEC-968C-4ADB84CCD0B8~L0~001.jpeg,Research,2018-08-17 2:00 PM,"Garth Mowat, Bruce McLellan, Clay Wilson","East Kootenay A BC, Canada",49.875060,-114.732810,"East Kootenay A BC, Canada [49.875060,-114.732810]",Same cut block as Brittney and Casey. Bears eating V. scoparium. ,Helicopter,Telazol ,1750,,,3.5 vials Zoletil. She went down very quickly and very hard. ,Yes,Sue’s COY; plus Casey (EVGF68) and Brittney (EVGF57). ,Yes,The dart struck her pelvis bone and had to be removed with a lot of force. ,No,,Follow It,Black,150.670,6261,,Laura 3 layer (with waterproof treatment). Programmed to blow off in three years. ,Yes,2021-08-17,,250,Black,,,105741C1-1DD9-40FB-A5F9-B3130E2CC2BA~L0~001.jpeg,50,153,141,160,86,,Yes,Yes,,,No,,Very skinny. Body condition = 1. She was heavily shedding all over her back and sides (see photo). Accompanied by one very small cub (she had 2 x COY in May). Sue’s old collar (Vectronic 15108) was way too loose but no rubbing or infection. ,17.6484272750544,108,,,,,No,
rec-0df7e38d11464be08343657f0ef9b96b,EVGF57,Brittney,cl-Brittney,Grizzly Bear,F,6,7,117.7,8957A1DC-77D7-47E1-8C6F-174FE41D4ED0.jpg,Research,2018-08-17 1:12 PM,"Garth Mowat, Bruce McLellan, Clay Wilson",,49.874283,-114.737469," [49.874283,-114.737469]",Same cut block as Casey and Sue. Bears eating V. scoparium. ,Helicopter,Telazol ,2250,,,"3.5 vials Zoletil in dart, then topped up by hand with 1 vial Zoletil. ",Yes,Casey (EVGF68) and Sue (EVGF45) with her COY. ,No,,No,,Follow It,Black,150.630,6260,,Laura 3 layer (with waterproof treatment). We want it off in about 4 years. ,No,2022-08-15,277C5FE1-436D-49B4-B4CB-60CBDB8E3D1E.jpg,57,Black,57,Black,,56,158,147,164,104,16.7,No,No,,,No,,"Skull = 34 cm. Brittney was unaccompanied (no offspring). Her old collar (6006) was too loose, and she had a bit of rubbing on her neck. She was hot (max temp = 40.9, so soaked her with water). ",22.28080500712228,97,,,,,No,
rec-a749a9ff5ad34fe69772b5d344d8c7c5,EVGF60,Bailey,cl-Bailey,Grizzly Bear,F,4,6,103,751E2721-31D8-495C-89D2-7D4D07CADFEC.jpg,Research,2018-08-17 11:37 AM,"Garth Mowat, Bruce McLellan, Clay Wilson","East Kootenay A BC, Canada",49.856940,-114.999450,"East Kootenay A BC, Canada [49.856940,-114.999450]",Nordstrom burn,Helicopter,Telazol ,1750,,,3.5 vials Zoletil,No,,Yes,"Dart hit belly. It did not look like it went in very deeply, so it may not have perforated her abdomen lining.  ",Yes,Her neck was badly rubbed and her skin was infected and smelled rotten. The collar was too loose. ,Follow It,Black,150.710,6273,,Laura 3 layer (with waterproof treatment). Programmed to blow off in two years. ,Yes,2020-08-17,751E2721-31D8-495C-89D2-7D4D07CADFEC.jpg,60,Black,60,Black,,56,150,140,160,97,16.4,No,No,,,No,,Skull length = 32.7 cm. Unaccompanied (no offspring). No samples collected. ,18.21994401853764,93,,,2021-04-07,Blown off,No,
rec-1d954a65e7d042cca85dd9bb4922bd30,EVGF64,Trish,cl-Trish,Grizzly Bear,F,9,9,106,8533A24A-EE3F-4E2A-819A-DB563A904382.jpg,Research,2018-05-29 10:11 AM,Clayton Lamb,,49.656131,-114.904165," [49.656131,-114.904165]",Overpass,Leg Snare,XZT,3,,,,Yes,One yearling spotted,No,,No,,Follow It,Black,150.740,6274,1577F30A-AF38-4B71-A2E9-32D20C1A4047.jpg,Laura 3 layer,No,2023-05-29,AAB59F98-D435-4E03-B89D-CFB8FC7E4626.jpg,64,Black,64,Black,70DD558A-EA81-41CC-A688-6A3315BB2F06.jpg,56.5,157,144,,94.5,17,Yes,Yes,,,No,201A8D25-10A7-4E43-8FA9-B2E7787500E9.jpg,,16.95742401332782,96.5,,,2018-08-28,Connection failure,Yes,VHF doesn’t work
rec-ea79f3c548ea4a47a373edcdc1830aca,EVGM81,Gary,5814,Grizzly Bear,M,13,18,265,C2FFDFA4-B1BC-4D90-91CB-7B50EB92BDAE.jpg; BBC2A1E8-17EE-4438-AB83-D1E389F2C84E.jpg; 7B3158D5-D785-4FC5-BB8C-CEA380B8CD5E.jpg,Research,2018-05-19 7:23 AM,"Clayton Lamb, Laura Smit, Garth Mowat",,49.841019,-114.865673," [49.841019,-114.865673]",Grave Prairie,Leg Snare,Telazol ,,,,"It was very cold (0 degrees) so we used straight Telazol (2 vials) with about 1 ml of XZT in the dart, then right away topped up with 1 vial Telazol with a bit of XZT. Reversed him with 0.7 ml APZ when we left. ",No,,Yes,A small amount of swelling on his front right foot from the snare. ,Yes,"Right eye looks almost sealed shut and doesn’t seem to really be used, and there is a small new cut above that eye. Puncture wound (old) on underside of throat. ",Follow It,Black,150.760,6275,6AA62658-C838-43CB-8D6C-E83B43655DD3.jpg; 3BDD6A8B-EB83-4D6F-80A0-DAEE3F046E76.jpg,Laura 2 layer attached to the outside of the collar at the point where this 65 cm collar was extended. ,No,2020-07-15,36069A65-4A06-4B18-9621-B8C646ED61B8.jpg,81,Black,81,Black,7124C5BD-CB28-4205-BA7C-0D927AD65483.jpg; 2580E483-1881-4ECE-8DF0-C5AFEE6DE62F.jpg,83,194,170,,136,23.8,No,No,,,No,23650C2E-50C7-4175-8FD2-2A704CE99E22.jpg; BF202346-80D2-47AE-909F-97091A49E2EB.jpg,He was fat!,29.93957893652573,74,,,2018-05-27,Slipped,No,Gary was detected between 5-Jun-2018 and 12-Jul-2018 at a rub tree in Grave Creek
rec-ef183c4e666f41dc9f6598b4281b38fe,EVGM80,Tim,11513,Grizzly Bear,M,10,14,,DEBE0901-0876-4B84-857C-A9293445962B.jpg; BD15B13C-0841-427A-9A9B-0BE0392045F3.jpg; 42A7E19F-80BB-48AB-AFF8-6C9CB683F0C0.jpg,Research,2018-05-18 8:24 AM,"Clayton Lamb, Laura Smit, Garth Mowat, Trish Burley",,49.647755,-114.917369," [49.647755,-114.917369]",Olson Pit,Leg Snare,XZT,,,,"First dart hit (3.2 ml XZT), bear went down well. Topped up with 2cc Telazol at 9:30. Topped up several times with XZT (about 7 ml total) then a bit of Telazol at the end. Reversed with APZ when we left, then again two hours later. Bear was down for a long time (walked away at 2am). ",No,From drone flight CL could see his foot was bleeding badly. ,Yes,"He chewed 3 toes off his snared left foot. We wrapped it with cloth to stop bleeding. Vet from Tanglefoot (Tim) came with 2 techs (Amanda & ?) and they cleaned the wound, sutured it up, gave him a big dose of antibiotic and an anti-inflammatory. ",No,,Follow It,Black,151.480,6007,646C7645-30C2-4E27-8612-5936883A03C6.jpg,Laura 2 layer attached on the outside of the collar at the point where this 65 cm collar was extended. Pre-programmed to blow off in 3 years. ,No,2021-05-18,A88DE912-FF2F-4C77-8C0D-2C1C57A2A86C.jpg,,,80,Black,6A2D0B63-6BA8-44C2-ACB4-FFC773ED7795.jpg,86,203,,213,,23.3,No,No,,,Yes,D306E4E9-5E43-4A04-B0CA-DCB63169C592.jpg; E5EBD12A-599D-43A6-B829-7A0F8F0955F9.jpg; 584F5113-C93D-4597-8DD8-DFED892E64EE.jpg,Bear was also called Tim (in the genetic data). Chewed off 3 toes on left foot. The two outer toes remain. Didn’t take many measurements as we didn’t want to disturb him any more than necessary. ,,,,,2018-06-10,Slipped,No,
